cellid	snp.file	Gender	fileid	logr	baf	study	penalty
CAPAN-1	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278_tumour_BAF.txt	CCLE	70
Capan-2	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056_tumour_BAF.txt	CCLE	70
CAS-1	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008_tumour_BAF.txt	CCLE	70
CCF-STTG1	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D03_437286.CEL	F	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D03_437286	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D03_437286_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D03_437286_tumour_BAF.txt	CCLE	70
CFPAC-1	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238_tumour_BAF.txt	CCLE	70
CGTH-W-1	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660.CEL	F	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660_tumour_BAF.txt	CCLE	70
ChaGo-K-1	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948_tumour_BAF.txt	CCLE	70
CHL-1	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750.CEL	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750_tumour_BAF.txt	CCLE	70
CHP-126	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342_tumour_BAF.txt	CCLE	70
CHP-212	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262.CEL	NA	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262_tumour_BAF.txt	CCLE	70
CMK	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650_tumour_BAF.txt	CCLE	70
CML-T1	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D12_578440.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D12_578440	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D12_578440_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D12_578440_tumour_BAF.txt	CCLE	70
COLO-205	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B10_437314.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B10_437314	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B10_437314_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B10_437314_tumour_BAF.txt	CCLE	70
COLO-320-HSR	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B01_490394.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B01_490394	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B01_490394_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B01_490394_tumour_BAF.txt	CCLE	70
COLO-668	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B02_542866.CEL	F	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B02_542866	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B02_542866_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B02_542866_tumour_BAF.txt	CCLE	70
COLO-678	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G08_490452.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G08_490452	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G08_490452_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G08_490452_tumour_BAF.txt	CCLE	70
COLO-679	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F06_256132.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F06_256132	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F06_256132_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F06_256132_tumour_BAF.txt	CCLE	70
COLO-680N	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E05_490472.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E05_490472	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E05_490472_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E05_490472_tumour_BAF.txt	CCLE	70
COLO-684	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A10_578332.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A10_578332	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A10_578332_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A10_578332_tumour_BAF.txt	CCLE	70
COLO-741	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B03_293308.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B03_293308	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B03_293308_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B03_293308_tumour_BAF.txt	CCLE	70
COLO-792	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B12_578288.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B12_578288	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B12_578288_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B12_578288_tumour_BAF.txt	CCLE	70
COLO-800	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D10_256092.CEL	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D10_256092	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D10_256092_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D10_256092_tumour_BAF.txt	CCLE	70
COLO-829	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D05_246690.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D05_246690	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D05_246690_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D05_246690_tumour_BAF.txt	CCLE	70
COR-L105	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598.CEL	M	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598_tumour_BAF.txt	CCLE	70
COR-L23	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A06_335198.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A06_335198	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A06_335198_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A06_335198_tumour_BAF.txt	CCLE	70
COR-L279	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E10_542926.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E10_542926	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E10_542926_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E10_542926_tumour_BAF.txt	CCLE	70
COR-L51	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E01_578336.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E01_578336	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E01_578336_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E01_578336_tumour_BAF.txt	CCLE	70
COR-L88	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E03_578338.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E03_578338	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E03_578338_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E03_578338_tumour_BAF.txt	CCLE	70
CPC-N	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D01_246682.CEL	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D01_246682	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D01_246682_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D01_246682_tumour_BAF.txt	CCLE	70
CW-2	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764_tumour_BAF.txt	CCLE	70
D-283MED	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B04_410886.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B04_410886	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B04_410886_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B04_410886_tumour_BAF.txt	CCLE	70
Daoy	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C12_335258.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C12_335258	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C12_335258_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C12_335258_tumour_BAF.txt	CCLE	70
Daudi	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D03_411032.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D03_411032	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D03_411032_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D03_411032_tumour_BAF.txt	CCLE	70
DB	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G02_335334.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G02_335334	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G02_335334_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G02_335334_tumour_BAF.txt	CCLE	70
DBTRG-05MG	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A06_256012.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A06_256012	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A06_256012_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A06_256012_tumour_BAF.txt	CCLE	70
DEL	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C07_490506.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C07_490506	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C07_490506_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C07_490506_tumour_BAF.txt	CCLE	70
Detroit562	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426_tumour_BAF.txt	CCLE	70
DK-MG	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B11_335232.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B11_335232	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B11_335232_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B11_335232_tumour_BAF.txt	CCLE	70
DMS-114	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D04_437284.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D04_437284	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D04_437284_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D04_437284_tumour_BAF.txt	CCLE	70
DMS-153	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700_tumour_BAF.txt	CCLE	70
DMS-273	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D07_542826.CEL	F	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D07_542826	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D07_542826_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D07_542826_tumour_BAF.txt	CCLE	70
DMS-53	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C06_464568.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C06_464568	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C06_464568_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C06_464568_tumour_BAF.txt	CCLE	70
DMS-79	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D08_246696.CEL	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D08_246696	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D08_246696_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D08_246696_tumour_BAF.txt	CCLE	70
DOHH-2	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A12_578328.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A12_578328	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A12_578328_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A12_578328_tumour_BAF.txt	CCLE	70
DU-145	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734_tumour_BAF.txt	CCLE	70
DU-4475	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060.CEL	F	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C01_411060_tumour_BAF.txt	CCLE	70
DV-90	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C07_464566.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C07_464566	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C07_464566_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C07_464566_tumour_BAF.txt	CCLE	70
EB2	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C06_411046.CEL	F	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C06_411046	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C06_411046_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C06_411046_tumour_BAF.txt	CCLE	70
ECC10	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788_tumour_BAF.txt	CCLE	70
ECC12	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716_tumour_BAF.txt	CCLE	70
EC-GI-10	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F12_592786.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F12_592786	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F12_592786_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F12_592786_tumour_BAF.txt	CCLE	70
EFE-184	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D10_293370.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D10_293370	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D10_293370_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D10_293370_tumour_BAF.txt	CCLE	70
EFM-19	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726_tumour_BAF.txt	CCLE	70
EFO-21	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736_tumour_BAF.txt	CCLE	70
EFO-27	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G05_246762.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G05_246762	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G05_246762_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G05_246762_tumour_BAF.txt	CCLE	70
EHEB	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410_tumour_BAF.txt	CCLE	70
EM-2	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B05_490454.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B05_490454	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B05_490454_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B05_490454_tumour_BAF.txt	CCLE	70
EoL-1-cell	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D11_578356.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D11_578356	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D11_578356_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D11_578356_tumour_BAF.txt	CCLE	70
EPLC-272H	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H04_293454.CEL	M	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H04_293454	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H04_293454_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H04_293454_tumour_BAF.txt	CCLE	70
ESS-1	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B11_293324.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B11_293324	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B11_293324_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B11_293324_tumour_BAF.txt	CCLE	70
EVSA-T	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C08_256064.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C08_256064	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C08_256064_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C08_256064_tumour_BAF.txt	CCLE	70
FADU	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F12_335330.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F12_335330	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F12_335330_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F12_335330_tumour_BAF.txt	CCLE	70
FTC-133	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C12_698618.CEL	M	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C12_698618	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C12_698618_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C12_698618_tumour_BAF.txt	CCLE	70
G-361	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C07_246670.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C07_246670	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C07_246670_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C07_246670_tumour_BAF.txt	CCLE	70
G-401	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B07_410892.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B07_410892	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B07_410892_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B07_410892_tumour_BAF.txt	CCLE	70
G-402	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E02_335286.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E02_335286	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E02_335286_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E02_335286_tumour_BAF.txt	CCLE	70
